title,summary,informative,sentiment,url,press
"이상민 '대우조선 사측 불법행위 파악했나' 지적에 ""제 담당 아니야""","이상민 행안부 장관은 대우조선해양 하청 노동자 파업에서 '사측의 불법행위를 하나라도 확인한 게 있느냐'는 질문에 ""제 담당이 아 …",0,0,https://n.news.naver.com/mnews/article/214/0001211836?sid=100,MBC
서초구 집값만 안떨어진 이유는?,금리 상승과 주택 매수 수요 감소로 서울 전체 아파트 값 하락 폭이 확대되는 가운데 서초구에선 집값 상승세가 이어지고 있다. 서 …,0,0,https://n.news.naver.com/mnews/article/023/0003705640?sid=101,조선일보
"자연과환경, 129.5억원 규모 평택 포승 물류센터 신축공사 계약",자연과환경(043910)은 129억5000만원 규모 평택 포승 물류센터 신축공사 계약을 체결했다고 25일 공시했다. 계약 규모는 …,1,1,https://n.news.naver.com/mnews/article/018/0005276779?sid=101,이데일리
"'피크 아웃' 진입 LG전자, '재고 처리 악몽'...팬데믹 후 재고 4조 늘어",지난해 LG전자의 실적을 견인했던 '펜트업(Pent-up)' 효과가 글로벌 악재로 사라진 가운데 LG전자는 2개 분기 동안 운전 …,1,-1,https://n.news.naver.com/mnews/article/293/0000040023?sid=105,블로터
"“경기 침체에 복합 위기”…포스코 , 비상경영체제로",포스코그룹이 ‘비상경영체제’에 돌입했다. 포스코그룹은 지난 21일 최정우 회장 주재로 사장단 및 임원들이 참석한 그룹 경영회의를 …,1,0,https://n.news.naver.com/mnews/article/032/0003162017?sid=101,경향신문
"니콜라 8%-테슬라 0.04%, 전기차주 일제↑(종합)",전기트럭 스타트업(새싹기업) 니콜라가 8% 급등하는 등 미국 전기차주가 일제히 상승했다. 1일(현지시간) 뉴욕증시에서 니콜라가  …,0,0,https://n.news.naver.com/mnews/article/421/0006253830?sid=101,뉴스1
지난해 국내 식품산업 생산실적 전년比 10.5% 증가… CJ제일제당 1위,가정간편식·밀키트 생산실적 크게 늘어 탄산음료류·유탕면 생산 늘며 관련 포장 용기 생산도 증가 생산액 1조원 이상 업체에 오뚜기 …,1,1,https://n.news.naver.com/mnews/article/366/0000829686?sid=103,조선비즈
"제일기획, 해외 사업 성장에 실적 고공행진…역대 최고","제일기획(030000)이 2분기에 매출총이익 3885억 원, 영업이익 880억 원을 기록했다고 28일 밝혔다. 상반기 누계 기준 …",1,1,https://n.news.naver.com/mnews/article/011/0004081417?sid=101,서울경제
"UFO버거, 복날 맞아 3일간 '화끈 달콤' 세트 메뉴 할인 프로모션","수제버거 브랜드 UFO 버거가 복날 맞아, 방문/포장 고객 대상으로 3일간 ‘화끈 달콤 세트’를 특별 할인가 9900원에 판매한 …",0,0,https://n.news.naver.com/mnews/article/421/0006238878?sid=101,뉴스1
"효성ITX, 주당 150원 현금배당 결정",효성ITX는 보통주와 우선주 각각 1주당 150원의 현금 분기배당을 결정했다고 29일 공시했다. 시가배당율은 보통주 1.02%이 …,0,0,https://n.news.naver.com/mnews/article/016/0002022304?sid=101,헤럴드경제
美 반도체법 상·하원 처리 임박…삼성 텍사스 '수혜+a',미국 반도체 산업 육성법안 입법이 임박했다. 미국 상원이 법안을 처리한 데 이어 하원도 이번주 내 법안을 통과시킬 전망이다. 이 …,1,1,https://n.news.naver.com/mnews/article/008/0004776515?sid=101,머니투데이
"대상, 상반기 매출 2조131억원…전년比 22.1%↑","대상㈜은 올해 상반기 연결기준으로 매출액 2조131억원, 영업이익 914억원을 기록했다고 16일 공시했다. 전년 동기 대비 매출 …",0,0,https://n.news.naver.com/mnews/article/029/0002749289?sid=101,디지털타임스
‘스타트업 오픈이노베이션 챌린지‘ 롯데글로벌로지스와 협업 기회 잡아라,"부산시와 부산창조경제혁신센터(센터장 송용준, 이하 부산센터)가 롯데글로벌로지스와 손잡고 친환경 물류 분야 스타트업을 발굴하는 오 …",0,0,https://n.news.naver.com/mnews/article/014/0004880229?sid=101,파이낸셜뉴스
"엔지켐생명과학, 17일 무상증자 권리락",한국거래소 코스닥시장본부는 엔지켐생명과학(183490)에 대해 무상증자 사유로 오는 17일 권리락이 실시된다고 16일 공시했다. …,1,0,https://n.news.naver.com/mnews/article/018/0005293570?sid=101,이데일리
"삼성, 3나노 기술력 앞세워 대형고객사 확보 가속 [삼성전자 3나노 '양산']",삼성전자가 세계 최초로 3나노미터(1㎚=10억분의 1m) 파운드리(반도체 위탁생산) 공정으로 만든 반도체 제품의 본격적인 양산에 …,1,1,https://n.news.naver.com/mnews/article/014/0004872716?sid=101,파이낸셜뉴스
AI로 숨어있는 '암 세포' 찾아낸다…암 정복 한발짝 더,인공지능을 활용해 몸 속 곳곳에 흩어진 암세포를 찾아내는 기술을 국내 연구진이 개발하는데 성공했다. 이 기술을 활용하면 암 치료 …,0,0,https://n.news.naver.com/mnews/article/421/0006286050?sid=102,뉴스1
"현대로템, 2분기 영업이익 99% 급증",현대로템의 2분기 잠정 영업이익이 전년 동기 대비 2배가량 급증했다. 25일 현대로템은 2분기 잠정 매출액과 영업이익이 각각 7 …,1,1,https://n.news.naver.com/mnews/article/009/0004996112?sid=101,매일경제
"포스코건설, 전북 군산 '더샵 군산프리미엘' 9월 분양",포스코건설은 전북 군산시에서 '더샵 군산프리미엘'을 다음 달 분양할 예정이라고 18일 밝혔다. 이 단지는 지하 2층~지상 최고  …,0,0,https://n.news.naver.com/mnews/article/014/0004884811?sid=101,파이낸셜뉴스
반도체 충격에도 MKF 삼성그룹펀드 '꿋꿋',ETF 3종 수익률 반등세 삼바·물산·중공업·생명… 업종 대표株 분산투자 효과 올해 하반기 경기 침체에 따라 반도체업종에 대한  …,1,0,https://n.news.naver.com/mnews/article/009/0005002417?sid=101,매일경제
음성생활 가이드북 '발간',음성군은 전입자와 지역 주민을 위한 종합 생활안내 책자 '음성생활 가이드북'을 발간했다고 18일 밝혔다. '2022 음성생활 가 …,0,0,https://n.news.naver.com/mnews/article/656/0000023023?sid=102,대전일보
코로나로 후각 상실 '이 병' 위험 높다?…연구결과 보니,후각 상실은 치매의 경고 신호로 여겨져 왔다. 코로나19로 인한 후각상실과 인지저하의 연관성을 두곤 의견이 분분했으나 최근 이  …,0,0,https://n.news.naver.com/mnews/article/011/0004084592?sid=103,서울경제
"삼성, 스마트폰 수요 감소 직격탄…""베트남공장 생산 줄여""",삼성전자가 베트남 공장 생산을 감축하고 있다고 로이터통신이 4일(현지시간) 보도했다. 세계적 인플레이션과 경기침체 우려에 따른  …,1,0,https://n.news.naver.com/mnews/article/015/0004733390?sid=101,한국경제
"롯데쇼핑, 백화점 장사 잘 됐지만...이커머스 적자도 확대",외부 전문가를 적극 영입해 순혈주의 타파를 외친 롯데쇼핑이 올 2분기 깜짝 실적을 냈지만 이커머스 사업의 적자가 확대돼 신사업에 …,1,0,https://n.news.naver.com/mnews/article/293/0000040125?sid=105,블로터
"SKT, 도심 하늘길 통신 지원 나선다…'5G 상공망' 구축",SK텔레콤이 한국항공우주연구원과 협업해 한국형 도심항공교통(K-UAM) 실증에 필요한 5G 상공망 구축에 돌입했다고 오늘(4일) …,0,0,https://n.news.naver.com/mnews/article/374/0000297601?sid=101,SBS Biz
"희망퇴직 비용 컸지만…LG U+, 서비스수익 2조 8506억, 전년비 3.0% 증가",LG유플러스(032640)(대표 황현식)가 2022년 2분기 연결 재무제표 기준 서비스수익(영업수익에서 단말수익을 제외한 수익) …,1,1,https://n.news.naver.com/mnews/article/018/0005284839?sid=101,이데일리
GS건설 양호한 실적냈지만…플랜트는 계속 꼬이네,GS건설의 분기 매출액이 2018년 4분기 이후 처음으로 '3조원'을 넘어섰다. 영업이익 역시 작년에 비해 30% 이상 증가하는 …,1,0,https://n.news.naver.com/mnews/article/648/0000009441?sid=101,비즈니스워치
"날뛰는 중국, 갈라진 대만, 끼어든 일본… 펠로시 트리거",낸시 펠로시 미 하원의장은 대만 방문의 성격을 ‘친선’으로 규정하면서 “무력에 의한 어떤 일도 일어나지 않길 원한다”고 말했다. …,0,0,https://n.news.naver.com/mnews/article/005/0001544170?sid=104,국민일보
"현대엔지니어링, 전략적 제휴 통해 글로벌 에너지·환경기업 도약",현대엔지니어링이 올 3월 홍현성 대표이사 취임 후 글로벌 건설산업 트렌드와 패러다임 변화에 맞춰 사업 포트폴리오를 다각화하는 동 …,1,0,https://n.news.naver.com/mnews/article/417/0000838129?sid=101,머니S
"최수연 ""네이버 검색광고, 글로벌 위기에도 안정성 입증""","네이버가 강화되는 글로벌 보안정책 이슈로 광고 시장이 정체되는 흐름을 보임에도, 네이버 검색 광고 사업은 안정적이라고 자신했다. …",0,0,https://n.news.naver.com/mnews/article/092/0002264608?sid=105,ZDNet Korea
유럽감성 고급캠핑카 신차발표,"18일 경기 고양시 킨텍스에서 열린 'MBC건축박람회', '스포츠·레저산업 박람회'에서 관람객들이 벤츠가 발표한 유럽감성 캠핑카 …",0,0,https://n.news.naver.com/mnews/article/001/0013383851?sid=101,연합뉴스
"'통신·콘텐츠 쌍끌이 성장' KT스카이라이프, '1조 클럽' 가입 기대감",KT스카이라이프(053210)(대표이사 김철수)가 통신가입자 증가와 콘텐츠 성공으로 2분기 탄탄한 성장세를 기록했다. 이 추세가 …,1,1,https://n.news.naver.com/mnews/article/018/0005283419?sid=101,이데일리
"중진공-현대일렉트릭, 장기재직·ESG경영 지원…4.2억 기금",기사내용 요약 상생협력형 내일채움공제 업무협약 체결 중소벤처기업진흥공단(중진공)과 현대일렉트릭앤에너지시스템(현대일렉트릭)이 핵심 …,0,0,https://n.news.naver.com/mnews/article/003/0011366569?sid=101,뉴시스
반전 꾀하는 크래프톤…하반기 서구권 공략 시동,기사내용 요약 유럽 최대 게임쇼 '게임스컴' 참가해 신작 공개 콘솔 게임 '칼리스토 프로토콜' 12월 출시 서구권 개발사 인수로 …,1,0,https://n.news.naver.com/mnews/article/003/0011355738?sid=105,뉴시스
"""테크株 랠리? 아직 못 미덥다…방어적 기술주만 살 때""",한 차례 매도 공세를 겪은 뒤로 다시 테크주(株)가 강한 반등 랠리를 보이고 있는 가운데서도 월가 유명 테크주 투자 전문가인 폴 …,0,0,https://n.news.naver.com/mnews/article/018/0005292616?sid=101,이데일리
"[CEO포커스] 기우성의 셀트리온, 미국서 바이오시밀러 새판 짠다",기우성 셀트리온 대표이사 부회장(61·사진)이 휴미라 바이오시밀러 유플라이마(CT-P17)의 미국 시장 판매 전략을 다시 짰다. …,0,0,https://n.news.naver.com/mnews/article/417/0000840780?sid=101,머니S
한섬 스킨케어 화장품 '오에라' 유럽 수출발판 마련,현대백화점그룹 계열 패션전문기업 한섬은 스킨케어 브랜드 오에라의 주름·미백 기능성 화장품이 유럽 화장품 인증 시스템(CPNP)에 …,1,1,https://n.news.naver.com/mnews/article/014/0004875747?sid=101,파이낸셜뉴스
"구글, 로봇에 초대형 AI 언어 'PaLM' 적용",구글이 초대형 언어 모델 'PaLM'을 로봇에 적용했다고 17일(현지시간) 씨넷이 보도했다. PaLM은 수백 가지 언어를 이해하 …,0,0,https://n.news.naver.com/mnews/article/092/0002265638?sid=105,ZDNet Korea
Merciless words…‘Women born lucky’ and ‘mom-chungs’,"※ To begin a new feminist discourse in 2016, Ilda is running a series o …",0,0,https://n.news.naver.com/mnews/article/007/0000007163?sid=104,일다
"오래가는 플립, 가벼워진 폴드… 완성도 높여 혁신 이뤄 낸 ‘갤Z폰’",삼성전자가 10일(현지시간) 세계 경제의 중심지 미국 뉴욕에서 ‘갤럭시 언팩 2022’를 개최하고 차세대 폴더블폰 ‘Z플립4’와 …,0,0,https://n.news.naver.com/mnews/article/081/0003293682?sid=105,서울신문
"HSD엔진, 1705억원 상당 선박용 엔진 계약 수주",HSD엔진(082740)은 삼성중공업(010140)으로부터 1705억원 상당의 선박용 엔진 공급 계약을 따냈다고 16일 공시했다 …,1,1,https://n.news.naver.com/mnews/article/018/0005292753?sid=101,이데일리
"'최고 실적' 삼성SDS, 글로벌 경기침체?…'클라우드·물류'로 돌파","기사내용 요약 2분기 매출 4조 5952억원, 영업이익 2700억원 전년 대비 매출 41.4%, 영업이익 20.1% 증가 '첼로 …",1,0,https://n.news.naver.com/mnews/article/003/0011333041?sid=105,뉴시스
"한스바이오메드, 흑자 행진…인체조직 이식재가 `효자`",한국 여성에게 가장 많이 생기는 유방암은 암을 없애는 것 만큼이나 재건이 중요합니다. 유방암 치료에 있어 인체조직 이식재가 필수 …,0,1,https://n.news.naver.com/mnews/article/215/0001048810?sid=101,한국경제TV
현대가 정의선·정기선의 어려운 시총 늘리기 미션,현대가가 증시 침체 여파로 시가총액 규모를 늘리는데 어려움을 겪고 있다. 주요 계열사가 기업공개(IPO)를 철회하면서 오너가의  …,0,0,https://n.news.naver.com/mnews/article/241/0003222910?sid=101,일간스포츠
"대우건설, 4200억원 규모 공급계약 체결","대우건설은 르피에드둔산피에프브이와 대전광역시 서구 둔산동 1380-2,5번지에서 오피스텔 등을 공급하는 4200억원 규모의 계약 …",1,1,https://n.news.naver.com/mnews/article/277/0005128654?sid=101,아시아경제
"김영환 충북지사, 롯데바이오로직스에 오송 투자 요청","롯데바이오로직스가 1조원 규모의 바이오 의약품 위탁개발생산 공장 후보지로 오송과 송도를 놓고 저울질 중인 가운데, 김영환 지사가 …",0,0,https://n.news.naver.com/mnews/article/655/0000003891?sid=100,CJB청주방송
"""뉴지랩파마, KAT-101 임상 중 조기 기술 수출 가능성"" [Why 바이오]",대사항암제 ‘KAT’를 개발 중인 뉴지랩파마(214870)에 대해 순조로운 임상 진행에 따라 조기 기술 수출을 포함해 파이프라인 …,1,1,https://n.news.naver.com/mnews/article/011/0004084218?sid=101,서울경제
CJ대한통운 대리점연합 “택배노조 단식농성 중단해야…합의정신 위반”,CJ대한통운 대리점연합이 3일 단식농성에 돌입한 택배노조 지도부에게 정당성 없는 파업을 멈춰달라고 호소했다. 대리점연합은 이날  …,0,0,https://n.news.naver.com/mnews/article/016/0002024178?sid=101,헤럴드경제
우리銀 횡령액 700억으로 늘어… 금감원 “내부통제 미흡”,최근 논란이 된 우리은행 직원의 횡령 사건 피해 금액이 당초 확인된 것보다 80억원 이상 늘어난 700억원대인 것으로 금융 당국 …,0,-1,https://n.news.naver.com/mnews/article/081/0003290280?sid=101,서울신문
해군 1번함 수주 경쟁에서 대우조선 잇달아 누른 현대重,"현대重, 세종대왕함·정조대왕함 1번함 연속 건조 한국 해군이 연속으로 건조하는 신규 대형 수상함(水上艦·잠수함과 달리 물에 떠  …",1,1,https://n.news.naver.com/mnews/article/366/0000830776?sid=101,조선비즈
"녹십자엠에스, 2Q 영업손실 4억5000만원…적자전환",녹십자엠에스(142280)는 2분기 연결기준 영업손실이 4억5000만원으로 집계돼 전년동기대비 적자전환했다고 1일 공시했다. 같 …,1,-1,https://n.news.naver.com/mnews/article/018/0005281221?sid=101,이데일리
"에코백스, 이마트 죽전점 입점…오프라인 매장 확대",로봇가전 전문 브랜드 에코백스는 이마트에 입점하며 오프라인 판매 채널을 확대한다고 28일 밝혔다. 에코백스는 유동 인구가 많은  …,0,0,https://n.news.naver.com/mnews/article/003/0011332756?sid=101,뉴시스
"삼성SDI ""고유가·친환경정책...ESS 수요도 견조한 증가""","삼성SDI는 29일 2분기 실적발표 컨펀런스콜에서 ""전기차뿐 아니라 에너지저장장치(ESS) 수요도 견조한 성장세가 이어지고 있다 …",1,1,https://n.news.naver.com/mnews/article/008/0004776858?sid=101,머니투데이
"SPC 파리바게뜨,  '배민' 주문 할인 프로모션",SPC그룹의 베이커리 브랜드 파리바게뜨가 말복을 맞아 오는 15일까지 '배달의민족'으로 제품 주문 시 최대 4천원의 혜택을 제공 …,0,0,https://n.news.naver.com/mnews/article/123/0002283158?sid=101,조세일보
"전략 컨트롤타워 바꾼 롯데쇼핑... 김상현, 홈플 출신과 손발 맞춘다",유통군HQ 경영전략본부장에 권원식 전무 김상현 부회장과 홈플러스서 손발 맞춰 ‘유통 1번지 재건’ 위한 사업전략 수립 롯데쇼핑이 …,0,0,https://n.news.naver.com/mnews/article/366/0000835312?sid=101,조선비즈
"650대 팔린 이마트24 아임e 스마트TV, 매장 홍보 효과 ‘톡톡’",편의점에서 스마트TV가 650대 이상 판매됐다. 이마트24가 지난 6월부터 판매하기 시작한 '아임e 스마트TV'가 지난 16일  …,0,0,https://n.news.naver.com/mnews/article/119/0002630842?sid=101,데일리안
카카오게임즈 '우마무스메' 양대 앱 스토어 매출 1위,카카오게임즈는 사이게임즈가 개발한 모바일 게임인 '우마무스메 프리티 더비(우마무스메)'가 구글플레이와 애플앱스토어 매출 순위 1 …,1,1,https://n.news.naver.com/mnews/article/014/0004874186?sid=101,파이낸셜뉴스
"현대제철, 철강값 상승 덕에 영업이익 50.8%↑…“하반기엔 하락 우려”","현대제철은 연결기준 올해 2분기 영업이익이 8221억원, 매출 7조3810억원으로 집계됐다고 26일 공시했다. 영업이익은 전년  …",1,-1,https://n.news.naver.com/mnews/article/022/0003719264?sid=101,세계일보
구광모가 콕 찍었다…`AI`에 진심인 LG [기업&이슈],"최근 AI 산업에 대한 관심이 높아지고 있습니다. 다양한 기업들이 AI 기술개발에 뛰어들고 있는데, 특히 LG가 눈에 띕니다.  …",0,0,https://n.news.naver.com/mnews/article/215/0001049506?sid=101,한국경제TV
"이큅, '똑똑하마' 네이버 쇼핑라이브 키즈 교육 페어 참가",유아동 교육 콘텐츠 구독서비스 스타트업 이큅은 네이버 쇼핑라이브 키즈 교육 페어를 통해 과학놀이 키트 '똑똑하마'(사진) 정기배 …,0,0,https://n.news.naver.com/mnews/article/082/0001168989?sid=101,부산일보
"대한적십자사 부산지사, 부산시·새마을회에 마스크 10만장 전달",대한적십자사 부산광역시지사(회장 서정의)는 최근 재유행하고 있는 코로나19 방역 활동을 위해 방역용 마스크(KF94) 10만장을 …,0,0,https://n.news.naver.com/mnews/article/014/0004871919?sid=102,파이낸셜뉴스
"삼성전자, 8년 연속 글로벌 1위 '사운드바' 누적 판매 3000만 돌파",혁신적인 기술 도입과 세련된 디자인을 바탕으로 삼성전자의 사운드바가 고객들로부터 꾸준한 사랑을 받고 있다. 25일 삼성전자에 따 …,1,1,https://n.news.naver.com/mnews/article/417/0000835763?sid=101,머니S
"위메이드 실적 악화에 힘 못 쓰는 위믹스 코인, 위메이드 주가",위메이드가 3분기 333억원 영업적자를 낸 가운데 위믹스 가격 역시 약세를 구현하고 있다. 또 코스닥 시장에 상장된 위메이드 주 …,0,-1,https://n.news.naver.com/mnews/article/138/0002129495?sid=105,디지털데일리
러시아발 LNG값 폭등에… 한전 수익성 더 나빠진다,전력도매가격 200원대 치솟아도 정부 요금인상 최소화에 속앓이 전력 시장단가인 전력도매가격(SMP)이 다시 200원대로 치솟은  …,1,-1,https://n.news.naver.com/mnews/article/029/0002748292?sid=101,디지털타임스
"KT, 금융 디지털전환 본격화…""신규가치 창출·사업 성장 기여""",AICC·불완전판매 방지 솔루션·마이데이터·금융 전용 클라우드 등 시중은행·카드사 등 금융사 규모·유형별 맞춤형 전략 '디지코' …,1,0,https://n.news.naver.com/mnews/article/001/0013336471?sid=101,연합뉴스
삼성·LG 모두 ‘TV 점유율’ 뒷걸음질…하반기 월드컵 특수·프리미엄 전략 노린다,삼성전자·LG전자 반기보고서 분석 삼성전자와 LG전자의 글로벌 TV 시장 점유율이 일제히 줄어든 것으로 나타났다. 글로벌 TV  …,1,-1,https://n.news.naver.com/mnews/article/081/0003295023?sid=101,서울신문
"기아, 네덜란드서 판매 점유율 1위",기아가 네덜란드 자동차 시장에서 전기차와 스포티지의 선전에 힘입어 브랜드 판매 점유율 1위를 달리고 있다고 16일 밝혔다. 네덜 …,1,1,https://n.news.naver.com/mnews/article/001/0013377209?sid=101,연합뉴스
"현대제철, 한국전기안전공사와 협력…""업계 최고 안전환경 구축""",현대제철은 28일 한국전기안전공사와 함께 안전한 제철소를 목표로 기술협력을 추진한다고 밝혔다. 지난 27일 진행된 협약식에는 안 …,0,0,https://n.news.naver.com/mnews/article/029/0002746475?sid=101,디지털타임스
야놀자 ‘전국일주 프로젝트 시즌2’ 제주부터 시작…시즌1 최고 경쟁률 407 대 1,야놀자가 지역 사회와의 상생을 위한 ‘전국일주 프로젝트 시즌2’를 진행한다. 전국일주 프로젝트는 전국 주요 도시에서 지역 창작자 …,0,0,https://n.news.naver.com/mnews/article/024/0000076764?sid=101,매경이코노미
"롯데, 5대 그룹 중 손익 꼴찌…'형' 현대차보다 나았던 기아",국내 5대 그룹 중 최근 코로나19 직격탄을 맞은 롯데가 가장 부진한 성적표를 받고 있다. 이는 매출과 영업이익 등 여러 실적  …,0,0,https://n.news.naver.com/mnews/article/241/0003223282?sid=101,일간스포츠
롯데·빙그레 `투톱` 활약…빙과 수출 역대 최대 [뉴스+현장],●세계적 폭염·K콘텐츠에…빙과 수출 역대 최대 상반기 아이스크림 수출 5천만 달러 지난해 같은 기간보다 14%↑ 가장 많이 사간 …,1,1,https://n.news.naver.com/mnews/article/215/0001045085?sid=101,한국경제TV
"“현대건설, 원가율 상승에도 2분기 실적 양호…목표주가 3.8%↑”",한국투자증권이 현대건설(000720)에 대해 원가율 상승에도 해외 현장 공정 본격화 등으로 2분기 실적을 양호하게 방어했다며 목 …,0,0,https://n.news.naver.com/mnews/article/011/0004079751?sid=101,서울경제
"일동제약, 2분기 영업손실 220억원…적자 규모 확대",일동제약은 2분기 영업손실이 약 220억원으로 작년 동기 대비 153% 확대됐다고 27일 공시했다. 매출은 1천620억원을 기록 …,1,-1,https://n.news.naver.com/mnews/article/001/0013338846?sid=101,연합뉴스
"코레일, 폭우 '재해대책본부' 가동..비상 대응체계 돌입",한국철도공사(코레일)가 최근 수도권 등 기록적인 폭우로 피해가 발생함에 따라 지난 8일부터 '재해대책본부'를 가동하고 비상 대응 …,0,0,https://n.news.naver.com/mnews/article/079/0003673802?sid=102,노컷뉴스
"[기업] LG 올레드 에보, 유럽 소비자 평가에서 호평",LG전자가 올해 출시한 'LG 올레드 에보'가 유럽 소비자 평가에서 좋은 평가를 받고 있습니다. LG전자는 'LG 올레드 에보' …,0,0,https://n.news.naver.com/mnews/article/052/0001775139?sid=101,YTN
"SK이노, 석유 사업은 고공행진, 배터리 사업은 적자 확대","석유 사업은 펄펄 날았지만, 배터리 사업에서는 적자가 확대됐다. SK이노베이션은 29일 올 2분기 매출액 19조 9053억원에  …",1,0,https://n.news.naver.com/mnews/article/081/0003290924?sid=101,서울신문
주가 8% 급등한 CJ제일제당... 3분기도 쭉~ 좋다~,CJ제일제당이 올해 2분기 호실적 발표에 힘입어 주가가 급등했다. 8월 9일 CJ제일제당은 전 거래일보다 8.62% 상승한 42 …,0,0,https://n.news.naver.com/mnews/article/024/0000076581?sid=101,매경이코노미
"창원시, KBS에 정정보도 요구 … “회견 참석 언론사만 광고비 줘” vs “사실 왜곡 말라”",기자회견에 참석한 일부 언론사에만 광고비를 집행했단 의혹에 휩싸인 경남 창원시가 19일 입장문을 통해 해명에 나섰다. KBS는  …,0,0,https://n.news.naver.com/mnews/article/277/0005135271?sid=102,아시아경제
"한샘, 보통주 1주당 400원 현금배당 결정",한샘은 분기배당으로 보통주 1주당 400원을 현금배당하기로 결정했다고 11일 공시했다. 시가배당율은 0.6%이며 배당금 지급 예 …,0,0,https://n.news.naver.com/mnews/article/277/0005131602?sid=101,아시아경제
"SK바이오팜, 자회사와 663억원 규모 신약 공급계약","SK바이오팜은 오늘(25일) 자회사 SK라이프사이언스와 5061만 달러, 우리돈 약 663억원 규모의 공급계약을 체결했다고 공시 …",1,1,https://n.news.naver.com/mnews/article/374/0000296063?sid=101,SBS Biz
"셀트리온 3형제, 미국 직접판매 준비 돌입에 동반 상승",셀트리온헬스케어가 세계 최대 제약시장인 미국에서 의약품 직접판매 준비에 본격 돌입했다는 소식에 상승세다. 5일 오후 1시50분  …,1,1,https://n.news.naver.com/mnews/article/417/0000839966?sid=101,머니S
"네이버, UGC 플랫폼 `20년 롱런'...'MZ세대 유입' 지속 성장","올해 네이버에서 10돌, 20돌을 맞이한 '롱런' 서비스가 줄이어 탄생했다. 그룹형 사회관계망서비스(SNS)인 '밴드'가 이달  …",1,1,https://n.news.naver.com/mnews/article/030/0003036962?sid=101,전자신문
"LG이노텍, 카메라모듈·반도체기판 실적 견인…영업익 전년대비 90.8% 성장","LG이노텍이 올해 2분기 매출 3조7026억원, 영업이익 2899억원을 기록했다고 오늘(27일) 발표했습니다. 1년 전보다 매출 …",1,1,https://n.news.naver.com/mnews/article/374/0000296472?sid=101,SBS Biz
"싸이토젠, 약 27억원 규모 파생상품 거래 손실 발생",싸이토젠(217330)은 26억9751만원 규모의 제3회 무기명식 이권부 무보증 사모 전환사채 및 제4회 무기명식 무보증 사모  …,1,-1,https://n.news.naver.com/mnews/article/018/0005290794?sid=101,이데일리
"법원 ""'분식회계' 대우조선해양·안진회계, 주주들에 39억 배상해야""",대우조선해양의 분식회계로 허위 작성된 재무제표와 감사보고서를 보고 주식을 취득·처분했던 주주들이 입은 손해를 기업 측이 배상해야 …,1,-1,https://n.news.naver.com/mnews/article/421/0006248108?sid=101,뉴스1
"IPO 대박 났던 SKIET, 배터리 호황에도 3분기 연속 적자",주가도 고점 대비 67% 빠져 공모가 밑으로 지난해 5월 청약 증거금 81조원을 모집하며 주식 시장에 상장한 SK아이이테크놀로지 …,1,-1,https://n.news.naver.com/mnews/article/366/0000830775?sid=101,조선비즈
"일동제약, 치료제 없는 간염 신약 후보물질 美 1상 승인",일동제약은 오늘(1일) 비알콜성지방간염(NASH) 치료제 후보물질의 미국 임상 1상을 지난달 29일 승인받았다고 밝혔습니다. 비 …,1,0,https://n.news.naver.com/mnews/article/374/0000297094?sid=101,SBS Biz
우크라 곡물 수출길 열리자 치솟았던 밀값 안정세,우크라이나의 곡물 수출 과정을 관리할 공동조정센터(JCC)가 27일(현지시간) 튀르키예(터키) 수도 이스탄불에서 문을 열었다.  …,0,1,https://n.news.naver.com/mnews/article/015/0004730487?sid=104,한국경제
epaselect USA PROVINCETOWN CARNIVAL PARADE,Provincetown Carnival Parade celebrates LBGTQ+ community epaselect epa1 …,0,0,https://n.news.naver.com/mnews/article/091/0009288772?sid=104,EPA연합뉴스
분양 필수조건 떠오른 '금융혜택' 제공 '디 아포제 청담 522' 눈길,고물가∙고금리의 영향으로 인해 수요자들이 내 집 마련에 어려움을 겪고 있다. 이런 가운데 각종 금융혜택으로 자금 마련 …,0,0,https://n.news.naver.com/mnews/article/014/0004877891?sid=101,파이낸셜뉴스
"SK아이이테크놀로지, 美 인플레 감축법안 통과 소식에 상승",미국 상원이 중국산 배터리의 북미시장 공급을 제한하는 내용이 담긴 ‘인플레이션 감축 법안’을 가결하면서 SK아이이테크놀로지(SK …,1,1,https://n.news.naver.com/mnews/article/015/0004735641?sid=101,한국경제
"모건스탠리 ""亞 인플레 확실히 정점쳤다…수요과열 없다""","아시아의 인플레이션은 미국, 유럽과 비교해 더욱 분명하게 정점을 쳤을 것으로 보인다고 모건스탠리가 밝혔다. 모건스탠리의 체탄 아 …",0,0,https://n.news.naver.com/mnews/article/421/0006280515?sid=101,뉴스1
"미·중 틈새 위기의 삼성, TSMC와 격차 좁힐 뜻밖의 기회왔다",칩4 동맹·반도체 지원법 등으로 난감한 입장에 놓였던 삼성전자에 청신호가 켜졌다. 대만 TSMC의 3나노 양산 차질에 계획이 생 …,1,0,https://n.news.naver.com/mnews/article/119/0002628664?sid=101,데일리안
"항공업계 양극화… LCC, 또 코로나 늪에 2분기도 적자 행진",수요회복 더디고 연료비 지출 늘어 대한항공·아시아나는 화물업 호조 1년 전보다 매출·영업익 대폭 개선 코로나 엔데믹(풍토병화)  …,0,-1,https://n.news.naver.com/mnews/article/023/0003710519?sid=101,조선일보
