stock,date,price,ret
035420,2013-03-13,264500,1.2
035420,2013-03-14,263000,-0.6
035420,2013-03-15,263500,0.2
035420,2013-03-18,264000,0.2
035420,2013-03-19,273000,3.4
035420,2013-03-20,269000,-1.5
035420,2013-03-21,271000,0.7
035420,2013-03-22,275000,1.5
035420,2013-03-25,270500,-1.6
035420,2013-03-26,266500,-1.5
035420,2013-03-27,270000,1.3
035420,2013-03-28,268000,-0.7
035420,2013-03-29,277000,3.4
035420,2013-04-01,294000,6.1
035420,2013-04-02,287500,-2.2
035420,2013-04-03,287500,0.0
035420,2013-04-04,286500,-0.4
035420,2013-04-05,286000,-0.2
035420,2013-04-08,277500,-3.0
035420,2013-04-09,277000,-0.2
035420,2013-04-10,272000,-1.8
035420,2013-04-11,280000,2.9
035420,2013-04-12,292000,4.3
035420,2013-04-15,287500,-1.5
035420,2013-04-16,304500,5.9
035420,2013-04-17,296000,-2.8
035420,2013-04-18,290000,-2.0
035420,2013-04-19,291000,0.3
035420,2013-04-22,289000,-0.7
035420,2013-04-23,291000,0.7
035420,2013-04-24,289000,-0.7
035420,2013-04-25,289500,0.2
035420,2013-04-26,286500,-1.0
035420,2013-04-29,287000,0.2
035420,2013-04-30,296000,3.1
035420,2013-05-02,300000,1.4
035420,2013-05-03,299000,-0.3
035420,2013-05-06,297000,-0.7
035420,2013-05-07,296000,-0.3
035420,2013-05-08,300500,1.5
035420,2013-05-09,288500,-4.0
035420,2013-05-10,290500,0.7
035420,2013-05-13,292000,0.5
035420,2013-05-14,289000,-1.0
035420,2013-05-15,293000,1.4
035420,2013-05-16,315000,7.5
035420,2013-05-20,313000,-0.6
035420,2013-05-21,319000,1.9
035420,2013-05-22,317000,-0.6
035420,2013-05-23,309000,-2.5
035420,2013-05-24,313000,1.3
035420,2013-05-27,312000,-0.3
035420,2013-05-28,315000,1.0
035420,2013-05-29,318000,1.0
035420,2013-05-30,307000,-3.5
035420,2013-05-31,305000,-0.6
035420,2013-06-03,298000,-2.3
035420,2013-06-04,292500,-1.8
035420,2013-06-05,296000,1.2
035420,2013-06-07,290000,-2.0
035420,2013-06-10,295000,1.7
035420,2013-06-11,301000,2.0
035420,2013-06-12,292500,-2.8
035420,2013-06-13,279500,-4.4
035420,2013-06-14,281000,0.5
035420,2013-06-17,280500,-0.2
035420,2013-06-18,287000,2.3
035420,2013-06-19,279500,-2.6
035420,2013-06-20,270500,-3.2
035420,2013-06-21,275000,1.7
035420,2013-06-24,271000,-1.4
035420,2013-06-25,269500,-0.6
035420,2013-06-26,276000,2.4
035420,2013-06-27,277000,0.4
035420,2013-06-28,290500,4.9
035420,2013-07-01,290000,-0.2
035420,2013-07-02,293000,1.0
035420,2013-07-03,291500,-0.5
035420,2013-07-04,290500,-0.3
035420,2013-07-05,288000,-0.9
035420,2013-07-08,290500,0.9
035420,2013-07-09,295500,1.7
035420,2013-07-10,280000,-5.2
035420,2013-07-11,290000,3.6
035420,2013-07-12,290000,0.0
035420,2013-07-15,286500,-1.2
035420,2013-07-16,292500,2.1
035420,2013-07-17,293000,0.2
035420,2013-07-18,288000,-1.7
035420,2013-07-19,283000,-1.7
035420,2013-07-22,277500,-1.9
035420,2013-07-23,283500,2.2
035420,2013-07-24,276000,-2.6
035420,2013-07-25,280000,1.4
035420,2013-07-26,301000,7.5
035420,2013-07-29,293500,-2.5
035420,2013-07-30,293500,0.0
035420,2013-07-31,293500,0.0
035420,2013-08-01,293500,0.0
035420,2013-08-02,293500,0.0
035420,2013-08-05,293500,0.0
035420,2013-08-06,293500,0.0
035420,2013-08-07,293500,0.0
035420,2013-08-08,293500,0.0
035420,2013-08-09,293500,0.0
035420,2013-08-12,293500,0.0
035420,2013-08-13,293500,0.0
035420,2013-08-14,293500,0.0
035420,2013-08-16,293500,0.0
035420,2013-08-19,293500,0.0
035420,2013-08-20,293500,0.0
035420,2013-08-21,293500,0.0
035420,2013-08-22,293500,0.0
035420,2013-08-23,293500,0.0
035420,2013-08-26,293500,0.0
035420,2013-08-27,293500,0.0
035420,2013-08-28,293500,0.0
035420,2013-08-29,480000,4.4
035420,2013-08-30,446500,-7.0
035420,2013-09-02,449500,0.7
035420,2013-09-03,443000,-1.4
035420,2013-09-04,437000,-1.4
035420,2013-09-05,456500,4.5
035420,2013-09-06,456500,0.0
035420,2013-09-09,486000,6.5
035420,2013-09-10,520000,7.0
035420,2013-09-11,512000,-1.5
035420,2013-09-12,525000,2.5
035420,2013-09-13,521000,-0.8
035420,2013-09-16,529000,1.5
035420,2013-09-17,524000,-1.0
035420,2013-09-23,540000,3.0
035420,2013-09-24,543000,0.6
035420,2013-09-25,555000,2.2
035420,2013-09-26,553000,-0.4
035420,2013-09-27,555000,0.4
035420,2013-09-30,557000,0.4
035420,2013-10-01,557000,0.0
035420,2013-10-02,554000,-0.5
035420,2013-10-04,547000,-1.3
035420,2013-10-07,548000,0.2
035420,2013-10-08,572000,4.4
035420,2013-10-10,568000,-0.7
035420,2013-10-11,582000,2.5
035420,2013-10-14,580000,-0.3
035420,2013-10-15,632000,9.0
035420,2013-10-16,595000,-5.8
035420,2013-10-17,610000,2.5
035420,2013-10-18,640000,4.9
035420,2013-10-21,665000,3.9
035420,2013-10-22,655000,-1.5
035420,2013-10-23,618000,-5.6
035420,2013-10-24,618000,0.0
035420,2013-10-25,607000,-1.8
035420,2013-10-28,638000,5.1
035420,2013-10-29,630000,-1.2
035420,2013-10-30,630000,0.0
035420,2013-10-31,597000,-5.2
035420,2013-11-01,605000,1.3
035420,2013-11-04,586000,-3.1
035420,2013-11-05,597000,1.9
035420,2013-11-06,580000,-2.8
035420,2013-11-07,583000,0.5
035420,2013-11-08,560000,-4.0
035420,2013-11-11,580000,3.6
035420,2013-11-12,614000,5.9
035420,2013-11-13,600000,-2.3
035420,2013-11-14,620000,3.3
035420,2013-11-15,627000,1.1
035420,2013-11-18,625000,-0.3
035420,2013-11-19,618000,-1.1
035420,2013-11-20,630000,1.9
035420,2013-11-21,625000,-0.8
035420,2013-11-22,636000,1.8
035420,2013-11-25,636000,0.0
035420,2013-11-26,635000,-0.2
035420,2013-11-27,663000,4.4
035420,2013-11-28,696000,5.0
035420,2013-11-29,692000,-0.6
035420,2013-12-02,687000,-0.7
035420,2013-12-03,686000,-0.2
035420,2013-12-04,673000,-1.9
035420,2013-12-05,676000,0.4
035420,2013-12-06,710000,5.0
035420,2013-12-09,709000,-0.1
035420,2013-12-10,709000,0.0
035420,2013-12-11,717000,1.1
035420,2013-12-12,714000,-0.4
035420,2013-12-13,703000,-1.5
035420,2013-12-16,708000,0.7
035420,2013-12-17,732000,3.4
035420,2013-12-18,710000,-3.0
035420,2013-12-19,730000,2.8
035420,2013-12-20,736000,0.8
035420,2013-12-23,740000,0.5
035420,2013-12-24,734000,-0.8
035420,2013-12-26,714000,-2.7
035420,2013-12-27,734000,2.8
035420,2013-12-30,724000,-1.4
035420,2014-01-02,725000,0.1
035420,2014-01-03,699000,-3.6
035420,2014-01-06,699000,0.0
035420,2014-01-07,700000,0.1
035420,2014-01-08,700000,0.0
035420,2014-01-09,671000,-4.1
035420,2014-01-10,690000,2.8
035420,2014-01-13,670000,-2.9
035420,2014-01-14,667000,-0.4
035420,2014-01-15,693000,3.9
035420,2014-01-16,720000,3.9
035420,2014-01-17,715000,-0.7
035420,2014-01-20,717000,0.3
035420,2014-01-21,700000,-2.4
035420,2014-01-22,704000,0.6
035420,2014-01-23,700000,-0.6
035420,2014-01-24,679000,-3.0
035420,2014-01-27,659000,-3.0
035420,2014-01-28,677000,2.7
035420,2014-01-29,675000,-0.3
035420,2014-02-03,676000,0.2
035420,2014-02-04,666000,-1.5
035420,2014-02-05,689000,3.4
035420,2014-02-06,739000,7.3
035420,2014-02-07,751000,1.6
035420,2014-02-10,734000,-2.3
035420,2014-02-11,737000,0.4
035420,2014-02-12,741000,0.5
035420,2014-02-13,748000,0.9
035420,2014-02-14,750000,0.3
035420,2014-02-17,749000,-0.1
035420,2014-02-18,752000,0.4
035420,2014-02-19,750000,-0.3
035420,2014-02-20,689000,-8.1
035420,2014-02-21,705000,2.3
035420,2014-02-24,684000,-3.0
035420,2014-02-25,735000,7.5
035420,2014-02-26,760000,3.4
035420,2014-02-27,792000,4.2
035420,2014-02-28,817000,3.2
035420,2014-03-03,813000,-0.5
035420,2014-03-04,822000,1.1
035420,2014-03-05,852000,3.6
035420,2014-03-06,836000,-1.9
035420,2014-03-07,826000,-1.2
035420,2014-03-10,853000,3.3
035420,2014-03-11,850000,-0.4
035420,2014-03-12,812000,-4.5
035420,2014-03-13,837000,3.1
035420,2014-03-14,810000,-3.2
035420,2014-03-17,801000,-1.1
035420,2014-03-18,819000,2.2
035420,2014-03-19,833000,1.7
035420,2014-03-20,815000,-2.2
035420,2014-03-21,804000,-1.4
035420,2014-03-24,834000,3.7
035420,2014-03-25,792000,-5.0
035420,2014-03-26,797000,0.6
035420,2014-03-27,773000,-3.0
035420,2014-03-28,780000,0.9
035420,2014-03-31,774000,-0.8
035420,2014-04-01,780000,0.8
035420,2014-04-02,805000,3.2
035420,2014-04-03,803000,-0.2
035420,2014-04-04,790000,-1.6
035420,2014-04-07,739000,-6.5
035420,2014-04-08,742000,0.4
035420,2014-04-09,748000,0.8
035420,2014-04-10,765000,2.3
035420,2014-04-11,741000,-3.1
035420,2014-04-14,743000,0.3
035420,2014-04-15,734000,-1.2
035420,2014-04-16,750000,2.2
035420,2014-04-17,737000,-1.7
035420,2014-04-18,750000,1.8
035420,2014-04-21,757000,0.9
035420,2014-04-22,793000,4.8
035420,2014-04-23,780000,-1.6
035420,2014-04-24,777000,-0.4
035420,2014-04-25,748000,-3.7
035420,2014-04-28,734000,-1.9
035420,2014-04-29,730000,-0.5
035420,2014-04-30,738000,1.1
035420,2014-05-02,739000,0.1
035420,2014-05-07,731000,-1.1
035420,2014-05-08,705000,-3.6
035420,2014-05-09,691000,-2.0
035420,2014-05-12,719000,4.0
035420,2014-05-13,749000,4.2
035420,2014-05-14,758000,1.2
035420,2014-05-15,762000,0.5
035420,2014-05-16,752000,-1.3
035420,2014-05-19,735000,-2.3
035420,2014-05-20,756000,2.9
035420,2014-05-21,773000,2.2
035420,2014-05-22,778000,0.6
035420,2014-05-23,776000,-0.3
035420,2014-05-26,745000,-4.0
035420,2014-05-27,755000,1.3
035420,2014-05-28,778000,3.0
035420,2014-05-29,772000,-0.8
035420,2014-05-30,758000,-1.8
035420,2014-06-02,762000,0.5
035420,2014-06-03,755000,-0.9
035420,2014-06-05,743000,-1.6
035420,2014-06-09,768000,3.4
035420,2014-06-10,783000,2.0
035420,2014-06-11,786000,0.4
035420,2014-06-12,795000,1.2
035420,2014-06-13,785000,-1.3
035420,2014-06-16,794000,1.2
035420,2014-06-17,780000,-1.8
035420,2014-06-18,775000,-0.6
035420,2014-06-19,777000,0.3
035420,2014-06-20,787000,1.3
035420,2014-06-23,826000,5.0
035420,2014-06-24,825000,-0.1
035420,2014-06-25,822000,-0.4
035420,2014-06-26,849000,3.3
035420,2014-06-27,832000,-2.0
035420,2014-06-30,835000,0.4
035420,2014-07-01,844000,1.1
035420,2014-07-02,847000,0.4
035420,2014-07-03,830000,-2.0
035420,2014-07-04,819000,-1.3
035420,2014-07-07,831000,1.5
035420,2014-07-08,831000,0.0
035420,2014-07-09,805000,-3.1
035420,2014-07-10,807000,0.2
035420,2014-07-11,793000,-1.7
035420,2014-07-14,808000,1.9
035420,2014-07-15,827000,2.4
035420,2014-07-16,799000,-3.4
035420,2014-07-17,782000,-2.1
035420,2014-07-18,783000,0.1
035420,2014-07-21,766000,-2.2
035420,2014-07-22,783000,2.2
035420,2014-07-23,759000,-3.1
035420,2014-07-24,754000,-0.7
035420,2014-07-25,757000,0.4
035420,2014-07-28,764000,0.9
035420,2014-07-29,734000,-3.9
035420,2014-07-30,769000,4.8
035420,2014-07-31,749000,-2.6
035420,2014-08-01,764000,2.0
035420,2014-08-04,783000,2.5
035420,2014-08-05,762000,-2.7
035420,2014-08-06,757000,-0.7
035420,2014-08-07,745000,-1.6
035420,2014-08-08,769000,3.2
035420,2014-08-11,760000,-1.2
035420,2014-08-12,771000,1.4
035420,2014-08-13,800000,3.8
035420,2014-08-14,794000,-0.8
035420,2014-08-18,794000,0.0
035420,2014-08-19,800000,0.8
035420,2014-08-20,789000,-1.4
035420,2014-08-21,759000,-3.8
035420,2014-08-22,774000,2.0
035420,2014-08-25,777000,0.4
035420,2014-08-26,779000,0.3
035420,2014-08-27,780000,0.1
035420,2014-08-28,765000,-1.9
035420,2014-08-29,768000,0.4
035420,2014-09-01,765000,-0.4
035420,2014-09-02,763000,-0.3
035420,2014-09-03,750000,-1.7
035420,2014-09-04,750000,0.0
035420,2014-09-05,725000,-3.3
035420,2014-09-11,699000,-3.6
035420,2014-09-12,708000,1.3
035420,2014-09-15,710000,0.3
035420,2014-09-16,727000,2.4
035420,2014-09-17,743000,2.2
035420,2014-09-18,790000,6.3
035420,2014-09-19,792000,0.2
035420,2014-09-22,790000,-0.2
035420,2014-09-23,834000,5.6
035420,2014-09-24,833000,-0.1
035420,2014-09-25,808000,-3.0
035420,2014-09-26,821000,1.6
035420,2014-09-29,830000,1.1
035420,2014-09-30,807000,-2.8
035420,2014-10-01,804000,-0.4
035420,2014-10-02,792000,-1.5
035420,2014-10-06,779000,-1.6
035420,2014-10-07,770000,-1.2
035420,2014-10-08,784000,1.8
035420,2014-10-10,740000,-5.6
035420,2014-10-13,756000,2.2
035420,2014-10-14,758000,0.3
035420,2014-10-15,782000,3.2
035420,2014-10-16,785000,0.4
035420,2014-10-17,766000,-2.4
035420,2014-10-20,784000,2.4
035420,2014-10-21,796000,1.5
035420,2014-10-22,798000,0.2
035420,2014-10-23,794000,-0.5
035420,2014-10-24,780000,-1.8
035420,2014-10-27,777000,-0.4
035420,2014-10-28,804000,3.5
035420,2014-10-29,778000,-3.2
035420,2014-10-30,750000,-3.6
035420,2014-10-31,754000,0.5
035420,2014-11-03,749000,-0.7
035420,2014-11-04,751000,0.3
035420,2014-11-05,765000,1.9
035420,2014-11-06,746000,-2.5
035420,2014-11-07,743000,-0.4
035420,2014-11-10,743000,0.0
035420,2014-11-11,742000,-0.1
035420,2014-11-12,749000,0.9
035420,2014-11-13,763000,1.9
035420,2014-11-14,761000,-0.3
035420,2014-11-17,761000,0.0
035420,2014-11-18,781000,2.6
035420,2014-11-19,787000,0.8
035420,2014-11-20,789000,0.2
035420,2014-11-21,763000,-3.3
035420,2014-11-24,750000,-1.7
035420,2014-11-25,753000,0.4
035420,2014-11-26,753000,0.0
035420,2014-11-27,745000,-1.1
035420,2014-11-28,756000,1.5
035420,2014-12-01,738000,-2.4
035420,2014-12-02,733000,-0.7
035420,2014-12-03,734000,0.1
035420,2014-12-04,736000,0.3
035420,2014-12-05,736000,0.0
035420,2014-12-08,730000,-0.8
035420,2014-12-09,726000,-0.6
035420,2014-12-10,711000,-2.1
035420,2014-12-11,704000,-1.0
035420,2014-12-12,713000,1.3
035420,2014-12-15,722000,1.3
035420,2014-12-16,729000,1.0
035420,2014-12-17,729000,0.0
035420,2014-12-18,719000,-1.4
035420,2014-12-19,740000,2.9
035420,2014-12-22,745000,0.7
035420,2014-12-23,745000,0.0
035420,2014-12-24,741000,-0.5
035420,2014-12-26,736000,-0.7
035420,2014-12-29,723000,-1.8
035420,2014-12-30,712000,-1.5
035420,2015-01-02,731000,2.7
035420,2015-01-05,749000,2.5
035420,2015-01-06,743000,-0.8
035420,2015-01-07,732000,-1.5
035420,2015-01-08,744000,1.6
035420,2015-01-09,752000,1.1
035420,2015-01-12,750000,-0.3
035420,2015-01-13,740000,-1.3
035420,2015-01-14,739000,-0.1
035420,2015-01-15,777000,5.1
035420,2015-01-16,777000,0.0
035420,2015-01-19,776000,-0.1
035420,2015-01-20,790000,1.8
035420,2015-01-21,780000,-1.3
035420,2015-01-22,765000,-1.9
035420,2015-01-23,780000,2.0
035420,2015-01-26,771000,-1.2
035420,2015-01-27,764000,-0.9
035420,2015-01-28,777000,1.7
035420,2015-01-29,736000,-5.3
035420,2015-01-30,716000,-2.7
035420,2015-02-02,711000,-0.7
035420,2015-02-03,712000,0.1
035420,2015-02-04,725000,1.8
035420,2015-02-05,712000,-1.8
035420,2015-02-06,715000,0.4
035420,2015-02-09,681000,-4.8
035420,2015-02-10,648000,-4.8
035420,2015-02-11,673000,3.9
035420,2015-02-12,680000,1.0
035420,2015-02-13,668000,-1.8
035420,2015-02-16,669000,0.2
035420,2015-02-17,671000,0.3
035420,2015-02-23,639000,-4.8
035420,2015-02-24,637000,-0.3
035420,2015-02-25,641000,0.6
035420,2015-02-26,626000,-2.3
035420,2015-02-27,661000,5.6
035420,2015-03-02,646000,-2.3
035420,2015-03-03,650000,0.6
035420,2015-03-04,680000,4.6
035420,2015-03-05,689000,1.3
035420,2015-03-06,680000,-1.3
035420,2015-03-09,653000,-4.0
035420,2015-03-10,641000,-1.8
035420,2015-03-11,629000,-1.9
035420,2015-03-12,627000,-0.3
035420,2015-03-13,650000,3.7
035420,2015-03-16,643000,-1.1
035420,2015-03-17,660000,2.6
035420,2015-03-18,654000,-0.9
035420,2015-03-19,641000,-2.0
035420,2015-03-20,654000,2.0
035420,2015-03-23,680000,4.0
035420,2015-03-24,675000,-0.7
035420,2015-03-25,670000,-0.7
035420,2015-03-26,661000,-1.3
035420,2015-03-27,672000,1.7
035420,2015-03-30,681000,1.3
035420,2015-03-31,671000,-1.5
035420,2015-04-01,667000,-0.6
035420,2015-04-02,642000,-3.8
035420,2015-04-03,647000,0.8
035420,2015-04-06,635000,-1.8
035420,2015-04-07,639000,0.6
035420,2015-04-08,645000,0.9
035420,2015-04-09,653000,1.2
035420,2015-04-10,650000,-0.5
035420,2015-04-13,652000,0.3
035420,2015-04-14,667000,2.3
035420,2015-04-15,671000,0.6
035420,2015-04-16,673000,0.3
035420,2015-04-17,669000,-0.6
035420,2015-04-20,666000,-0.4
035420,2015-04-21,669000,0.4
035420,2015-04-22,674000,0.8
035420,2015-04-23,682000,1.2
035420,2015-04-24,667000,-2.2
035420,2015-04-27,684000,2.6
035420,2015-04-28,686000,0.3
035420,2015-04-29,679000,-1.0
035420,2015-04-30,650000,-4.3
035420,2015-05-04,603000,-7.2
035420,2015-05-06,613000,1.7
035420,2015-05-07,611000,-0.3
035420,2015-05-08,609000,-0.3
035420,2015-05-11,606000,-0.5
035420,2015-05-12,605000,-0.2
035420,2015-05-13,604000,-0.2
035420,2015-05-14,607000,0.5
035420,2015-05-15,610000,0.5
035420,2015-05-18,618000,1.3
035420,2015-05-19,626000,1.3
035420,2015-05-20,616000,-1.6
035420,2015-05-21,607000,-1.5
035420,2015-05-22,627000,3.3
035420,2015-05-26,621000,-1.0
035420,2015-05-27,608000,-2.1
035420,2015-05-28,605000,-0.5
035420,2015-05-29,609000,0.7
035420,2015-06-01,617000,1.3
035420,2015-06-02,611000,-1.0
035420,2015-06-03,601000,-1.6
035420,2015-06-04,580000,-3.5
035420,2015-06-05,565000,-2.6
035420,2015-06-08,587000,3.9
035420,2015-06-09,590000,0.5
035420,2015-06-10,568000,-3.7
035420,2015-06-11,566000,-0.4
035420,2015-06-12,601000,6.2
035420,2015-06-15,627000,4.3
035420,2015-06-16,627000,0.0
035420,2015-06-17,630000,0.5
035420,2015-06-18,624000,-1.0
035420,2015-06-19,634000,1.6
035420,2015-06-22,631000,-0.5
035420,2015-06-23,640000,1.4
035420,2015-06-24,649000,1.4
035420,2015-06-25,653000,0.6
035420,2015-06-26,658000,0.8
035420,2015-06-29,651000,-1.1
035420,2015-06-30,634000,-2.6
035420,2015-07-01,628000,-1.0
035420,2015-07-02,615000,-2.1
035420,2015-07-03,613000,-0.3
035420,2015-07-06,616000,0.5
035420,2015-07-07,613000,-0.5
035420,2015-07-08,619000,1.0
035420,2015-07-09,610000,-1.4
035420,2015-07-10,612000,0.3
035420,2015-07-13,614000,0.3
035420,2015-07-14,614000,0.0
035420,2015-07-15,605000,-1.5
035420,2015-07-16,607000,0.3
035420,2015-07-17,632000,4.1
035420,2015-07-20,638000,1.0
035420,2015-07-21,649000,1.7
035420,2015-07-22,635000,-2.2
035420,2015-07-23,622000,-2.0
035420,2015-07-24,625000,0.5
035420,2015-07-27,611000,-2.2
035420,2015-07-28,610000,-0.2
035420,2015-07-29,602000,-1.3
035420,2015-07-30,518000,-14.0
035420,2015-07-31,523000,1.0
035420,2015-08-03,520000,-0.6
035420,2015-08-04,526000,1.2
035420,2015-08-05,525000,-0.2
035420,2015-08-06,516000,-1.7
035420,2015-08-07,501000,-2.9
035420,2015-08-10,511000,2.0
035420,2015-08-11,523000,2.4
035420,2015-08-12,528000,1.0
035420,2015-08-13,519000,-1.7
035420,2015-08-17,510000,-1.7
035420,2015-08-18,522000,2.4
035420,2015-08-19,524000,0.4
035420,2015-08-20,521000,-0.6
035420,2015-08-21,516000,-1.0
035420,2015-08-24,500000,-3.1
035420,2015-08-25,491500,-1.7
035420,2015-08-26,489000,-0.5
035420,2015-08-27,487500,-0.3
035420,2015-08-28,488000,0.1
035420,2015-08-31,495500,1.5
035420,2015-09-01,476000,-3.9
035420,2015-09-02,466000,-2.1
035420,2015-09-03,470500,1.0
035420,2015-09-04,469500,-0.2
035420,2015-09-07,474500,1.1
035420,2015-09-08,461500,-2.7
035420,2015-09-09,501000,8.6
035420,2015-09-10,500000,-0.2
035420,2015-09-11,488500,-2.3
035420,2015-09-14,476000,-2.6
035420,2015-09-15,470500,-1.2
035420,2015-09-16,481500,2.3
035420,2015-09-17,510000,5.9
035420,2015-09-18,509000,-0.2
035420,2015-09-21,500000,-1.8
035420,2015-09-22,496000,-0.8
035420,2015-09-23,505000,1.8
035420,2015-09-24,506000,0.2
035420,2015-09-25,508000,0.4
035420,2015-09-30,513000,1.0
035420,2015-10-01,546000,6.4
035420,2015-10-02,550000,0.7
035420,2015-10-05,543000,-1.3
035420,2015-10-06,556000,2.4
035420,2015-10-07,558000,0.4
035420,2015-10-08,561000,0.5
035420,2015-10-12,574000,2.3
035420,2015-10-13,579000,0.9
035420,2015-10-14,562000,-2.9
035420,2015-10-15,569000,1.2
035420,2015-10-16,587000,3.2
035420,2015-10-19,584000,-0.5
035420,2015-10-20,578000,-1.0
035420,2015-10-21,575000,-0.5
035420,2015-10-22,547000,-4.9
035420,2015-10-23,571000,4.4
035420,2015-10-26,562000,-1.6
035420,2015-10-27,564000,0.4
035420,2015-10-28,577000,2.3
035420,2015-10-29,592000,2.6
035420,2015-10-30,600000,1.4
035420,2015-11-02,603000,0.5
035420,2015-11-03,619000,2.6
035420,2015-11-04,626000,1.1
035420,2015-11-05,629000,0.5
035420,2015-11-06,630000,0.2
035420,2015-11-09,634000,0.6
035420,2015-11-10,618000,-2.5
035420,2015-11-11,625000,1.1
035420,2015-11-12,620000,-0.8
035420,2015-11-13,606000,-2.3
035420,2015-11-16,592000,-2.3
035420,2015-11-17,599000,1.2
035420,2015-11-18,600000,0.2
035420,2015-11-19,609000,1.5
035420,2015-11-20,627000,3.0
035420,2015-11-23,624000,-0.5
035420,2015-11-24,621000,-0.5
035420,2015-11-25,630000,1.4
035420,2015-11-26,633000,0.5
035420,2015-11-27,632000,-0.2
035420,2015-11-30,631000,-0.2
035420,2015-12-01,647000,2.5
035420,2015-12-02,639000,-1.2
035420,2015-12-03,633000,-0.9
035420,2015-12-04,625000,-1.3
035420,2015-12-07,608000,-2.7
035420,2015-12-08,613000,0.8
035420,2015-12-09,612000,-0.2
035420,2015-12-10,618000,1.0
035420,2015-12-11,640000,3.6
035420,2015-12-14,633000,-1.1
035420,2015-12-15,643000,1.6
035420,2015-12-16,646000,0.5
035420,2015-12-17,653000,1.1
035420,2015-12-18,640000,-2.0
035420,2015-12-21,648000,1.2
035420,2015-12-22,653000,0.8
035420,2015-12-23,653000,0.0
035420,2015-12-24,647000,-0.9
035420,2015-12-28,641000,-0.9
035420,2015-12-29,642000,0.2
035420,2015-12-30,658000,2.5
035420,2016-01-04,632000,-4.0
035420,2016-01-05,637000,0.8
035420,2016-01-06,623000,-2.2
035420,2016-01-07,652000,4.6
035420,2016-01-08,652000,0.0
035420,2016-01-11,628000,-3.7
035420,2016-01-12,650000,3.5
035420,2016-01-13,649000,-0.2
035420,2016-01-14,651000,0.3
035420,2016-01-15,670000,2.9
035420,2016-01-18,687000,2.5
035420,2016-01-19,670000,-2.5
035420,2016-01-20,664000,-0.9
035420,2016-01-21,639000,-3.8
035420,2016-01-22,668000,4.5
035420,2016-01-25,673000,0.8
035420,2016-01-26,680000,1.0
035420,2016-01-27,674000,-0.9
035420,2016-01-28,631000,-6.4
035420,2016-01-29,628000,-0.5
035420,2016-02-01,613000,-2.4
035420,2016-02-02,600000,-2.1
035420,2016-02-03,601000,0.2
035420,2016-02-04,602000,0.2
035420,2016-02-05,599000,-0.5
035420,2016-02-11,563000,-6.0
035420,2016-02-12,556000,-1.2
035420,2016-02-15,556000,0.0
035420,2016-02-16,575000,3.4
035420,2016-02-17,575000,0.0
035420,2016-02-18,582000,1.2
035420,2016-02-19,573000,-1.6
035420,2016-02-22,565000,-1.4
035420,2016-02-23,584000,3.4
035420,2016-02-24,580000,-0.7
035420,2016-02-25,582000,0.3
035420,2016-02-26,580000,-0.3
035420,2016-02-29,572000,-1.4
035420,2016-03-02,609000,6.5
035420,2016-03-03,610000,0.2
035420,2016-03-04,613000,0.5
035420,2016-03-07,599000,-2.3
035420,2016-03-08,604000,0.8
035420,2016-03-09,608000,0.7
035420,2016-03-10,635000,4.4
035420,2016-03-11,636000,0.2
035420,2016-03-14,635000,-0.2
035420,2016-03-15,641000,0.9
035420,2016-03-16,640000,-0.2
035420,2016-03-17,636000,-0.6
035420,2016-03-18,639000,0.5
035420,2016-03-21,642000,0.5
035420,2016-03-22,649000,1.1
035420,2016-03-23,634000,-2.3
035420,2016-03-24,624000,-1.6
035420,2016-03-25,613000,-1.8
035420,2016-03-28,617000,0.6
035420,2016-03-29,640000,3.7
035420,2016-03-30,637000,-0.5
035420,2016-03-31,637000,0.0
035420,2016-04-01,628000,-1.4
035420,2016-04-04,651000,3.7
035420,2016-04-05,652000,0.2
035420,2016-04-06,649000,-0.5
035420,2016-04-07,675000,4.0
035420,2016-04-08,663000,-1.8
035420,2016-04-11,664000,0.2
035420,2016-04-12,670000,0.9
035420,2016-04-14,673000,0.4
035420,2016-04-15,673000,0.0
035420,2016-04-18,661000,-1.8
035420,2016-04-19,669000,1.2
035420,2016-04-20,654000,-2.2
035420,2016-04-21,667000,2.0
035420,2016-04-22,663000,-0.6
035420,2016-04-25,662000,-0.2
035420,2016-04-26,654000,-1.2
035420,2016-04-27,665000,1.7
035420,2016-04-28,659000,-0.9
035420,2016-04-29,677000,2.7
035420,2016-05-02,678000,0.2
035420,2016-05-03,676000,-0.3
035420,2016-05-04,680000,0.6
035420,2016-05-09,700000,2.9
035420,2016-05-10,707000,1.0
035420,2016-05-11,693000,-2.0
035420,2016-05-12,676000,-2.4
035420,2016-05-13,677000,0.2
035420,2016-05-16,692000,2.2
035420,2016-05-17,694000,0.3
035420,2016-05-18,698000,0.6
035420,2016-05-19,701000,0.4
035420,2016-05-20,688000,-1.8
035420,2016-05-23,690000,0.3
035420,2016-05-24,694000,0.6
035420,2016-05-25,704000,1.4
035420,2016-05-26,703000,-0.1
035420,2016-05-27,700000,-0.4
035420,2016-05-30,710000,1.4
035420,2016-05-31,720000,1.4
035420,2016-06-01,687000,-4.6
035420,2016-06-02,697000,1.5
035420,2016-06-03,707000,1.4
035420,2016-06-07,707000,0.0
035420,2016-06-08,722000,2.1
035420,2016-06-09,720000,-0.3
035420,2016-06-10,720000,0.0
035420,2016-06-13,697000,-3.2
035420,2016-06-14,697000,0.0
